Municipios;Sexo;Periodo;Total
46214 Riba-roja de Túria;Total;2018;21.992
46214 Riba-roja de Túria;Total;2017;21.626
46214 Riba-roja de Túria;Total;2016;21.521
46214 Riba-roja de Túria;Total;2015;21.391
46214 Riba-roja de Túria;Total;2014;21.499
46214 Riba-roja de Túria;Total;2013;21.520
46214 Riba-roja de Túria;Total;2012;21.349
46214 Riba-roja de Túria;Total;2011;21.094
46214 Riba-roja de Túria;Total;2010;20.755
46214 Riba-roja de Túria;Total;2009;20.468
46214 Riba-roja de Túria;Total;2008;19.938
46214 Riba-roja de Túria;Total;2007;19.083
46214 Riba-roja de Túria;Total;2006;18.329
46214 Riba-roja de Túria;Total;2005;17.251
46214 Riba-roja de Túria;Total;2004;16.262
46214 Riba-roja de Túria;Total;2003;14.999
46214 Riba-roja de Túria;Total;2002;14.261
46214 Riba-roja de Túria;Total;2001;13.562
46214 Riba-roja de Túria;Total;2000;12.908
46214 Riba-roja de Túria;Total;1999;12.250
46214 Riba-roja de Túria;Total;1998;11.671
46214 Riba-roja de Túria;Total;1997;""
46214 Riba-roja de Túria;Total;1996;11.236
46215 Riola;Total;2021;1.780
46215 Riola;Total;2020;1.790
46215 Riola;Total;2019;1.759
46215 Riola;Total;2018;1.734
46215 Riola;Total;2017;1.785
46215 Riola;Total;2016;1.832
46215 Riola;Total;2015;1.838
46215 Riola;Total;2014;1.835
46215 Riola;Total;2013;1.842
46215 Riola;Total;2012;1.876
46215 Riola;Total;2011;1.875
46215 Riola;Total;2010;1.840
46215 Riola;Total;2009;1.829
46215 Riola;Total;2008;1.826
46215 Riola;Total;2007;1.824
46215 Riola;Total;2006;1.762
46215 Riola;Total;2005;1.734
46215 Riola;Total;2004;1.706
46215 Riola;Total;2003;1.684
46215 Riola;Total;2002;1.638
46215 Riola;Total;2001;1.609
46215 Riola;Total;2000;1.609
46215 Riola;Total;1999;1.584
46215 Riola;Total;1998;1.584
46215 Riola;Total;1997;""
46215 Riola;Total;1996;1.600
46216 Rocafort;Total;2021;7.445
46216 Rocafort;Total;2020;7.314
46216 Rocafort;Total;2019;7.240
46216 Rocafort;Total;2018;7.160
46216 Rocafort;Total;2017;7.004
46216 Rocafort;Total;2016;6.940
46216 Rocafort;Total;2015;6.829
46216 Rocafort;Total;2014;6.819
46216 Rocafort;Total;2013;6.841
46216 Rocafort;Total;2012;6.846
46216 Rocafort;Total;2011;6.806
46216 Rocafort;Total;2010;6.748
46216 Rocafort;Total;2009;6.640
46216 Rocafort;Total;2008;6.584
46216 Rocafort;Total;2007;6.259
46216 Rocafort;Total;2006;6.144
46216 Rocafort;Total;2005;6.088
46216 Rocafort;Total;2004;6.049
46216 Rocafort;Total;2003;5.858
46216 Rocafort;Total;2002;5.464
46216 Rocafort;Total;2001;5.226
46216 Rocafort;Total;2000;5.117
46216 Rocafort;Total;1999;5.008
46216 Rocafort;Total;1998;4.629
46216 Rocafort;Total;1997;""
46216 Rocafort;Total;1996;4.799
46217 Rotglà i Corberà;Total;2021;1.146
46217 Rotglà i Corberà;Total;2020;1.117
46217 Rotglà i Corberà;Total;2019;1.138
46217 Rotglà i Corberà;Total;2018;1.114
46217 Rotglà i Corberà;Total;2017;1.108
46217 Rotglà i Corberà;Total;2016;1.123
46217 Rotglà i Corberà;Total;2015;1.144
46217 Rotglà i Corberà;Total;2014;1.137
46217 Rotglà i Corberà;Total;2013;1.135
46217 Rotglà i Corberà;Total;2012;1.194
46217 Rotglà i Corberà;Total;2011;1.208
46217 Rotglà i Corberà;Total;2010;1.190
46217 Rotglà i Corberà;Total;2009;1.235
46217 Rotglà i Corberà;Total;2008;1.223
46217 Rotglà i Corberà;Total;2007;1.120
46217 Rotglà i Corberà;Total;2006;1.059
46217 Rotglà i Corberà;Total;2005;1.018
46217 Rotglà i Corberà;Total;2004;999
46217 Rotglà i Corberà;Total;2003;993
46217 Rotglà i Corberà;Total;2002;988
46217 Rotglà i Corberà;Total;2001;1.025
46217 Rotglà i Corberà;Total;2000;1.035
46217 Rotglà i Corberà;Total;1999;1.025
46217 Rotglà i Corberà;Total;1998;1.016
46217 Rotglà i Corberà;Total;1997;""
46217 Rotglà i Corberà;Total;1996;1.018
46218 Ròtova;Total;2021;1.271
46218 Ròtova;Total;2020;1.293
46218 Ròtova;Total;2019;1.294
46218 Ròtova;Total;2018;1.262
46218 Ròtova;Total;2017;1.259
46218 Ròtova;Total;2016;1.276
46218 Ròtova;Total;2015;1.285
46218 Ròtova;Total;2014;1.262
46218 Ròtova;Total;2013;1.275
46218 Ròtova;Total;2012;1.303
46218 Ròtova;Total;2011;1.324
46218 Ròtova;Total;2010;1.307
46218 Ròtova;Total;2009;1.335
46218 Ròtova;Total;2008;1.341
46218 Ròtova;Total;2007;1.320
46218 Ròtova;Total;2006;1.285
46218 Ròtova;Total;2005;1.275
46218 Ròtova;Total;2004;1.277
46218 Ròtova;Total;2003;1.251
46218 Ròtova;Total;2002;1.254
46218 Ròtova;Total;2001;1.275
46218 Ròtova;Total;2000;1.295
46218 Ròtova;Total;1999;1.320
46218 Ròtova;Total;1998;1.331
46218 Ròtova;Total;1997;""
46218 Ròtova;Total;1996;1.345
46219 Rugat;Total;2021;180
46219 Rugat;Total;2020;174
46219 Rugat;Total;2019;158
46219 Rugat;Total;2018;162
46219 Rugat;Total;2017;158
46219 Rugat;Total;2016;179
46219 Rugat;Total;2015;179
46219 Rugat;Total;2014;179
46219 Rugat;Total;2013;189
46219 Rugat;Total;2012;193
46219 Rugat;Total;2011;197
46219 Rugat;Total;2010;190
46219 Rugat;Total;2009;186
46219 Rugat;Total;2008;181
46219 Rugat;Total;2007;174
46219 Rugat;Total;2006;179
46219 Rugat;Total;2005;186
46219 Rugat;Total;2004;196
46219 Rugat;Total;2003;197
46219 Rugat;Total;2002;200
46219 Rugat;Total;2001;202
46219 Rugat;Total;2000;207
46219 Rugat;Total;1999;195
46219 Rugat;Total;1998;194
46219 Rugat;Total;1997;""
46219 Rugat;Total;1996;199
46220 Sagunto/Sagunt;Total;2021;67.043
46220 Sagunto/Sagunt;Total;2020;67.173
46220 Sagunto/Sagunt;Total;2019;66.140
46220 Sagunto/Sagunt;Total;2018;65.669
46220 Sagunto/Sagunt;Total;2017;65.278
46220 Sagunto/Sagunt;Total;2016;64.439
46220 Sagunto/Sagunt;Total;2015;64.944
46220 Sagunto/Sagunt;Total;2014;65.003
46220 Sagunto/Sagunt;Total;2013;65.190
46220 Sagunto/Sagunt;Total;2012;65.238
46220 Sagunto/Sagunt;Total;2011;65.595
46220 Sagunto/Sagunt;Total;2010;66.259
46220 Sagunto/Sagunt;Total;2009;66.070
46220 Sagunto/Sagunt;Total;2008;65.821
46220 Sagunto/Sagunt;Total;2007;63.359
46220 Sagunto/Sagunt;Total;2006;62.702
46220 Sagunto/Sagunt;Total;2005;61.823
46220 Sagunto/Sagunt;Total;2004;60.488
46220 Sagunto/Sagunt;Total;2003;58.287
46220 Sagunto/Sagunt;Total;2002;57.741
46220 Sagunto/Sagunt;Total;2001;57.017
46220 Sagunto/Sagunt;Total;2000;56.756
46220 Sagunto/Sagunt;Total;1999;56.836
46220 Sagunto/Sagunt;Total;1998;56.607
46220 Sagunto/Sagunt;Total;1997;""
46220 Sagunto/Sagunt;Total;1996;58.135
46221 Salem;Total;2021;414
46221 Salem;Total;2020;418
46221 Salem;Total;2019;424
46221 Salem;Total;2018;433
46221 Salem;Total;2017;437
46221 Salem;Total;2016;437
46221 Salem;Total;2015;432
46221 Salem;Total;2014;438
46221 Salem;Total;2013;441
46221 Salem;Total;2012;464
46221 Salem;Total;2011;469
46221 Salem;Total;2010;472
46221 Salem;Total;2009;486
46221 Salem;Total;2008;476
46221 Salem;Total;2007;482
46221 Salem;Total;2006;477
46221 Salem;Total;2005;478
46221 Salem;Total;2004;482
46221 Salem;Total;2003;478
46221 Salem;Total;2002;477
46221 Salem;Total;2001;468
46221 Salem;Total;2000;468
46221 Salem;Total;1999;465
46221 Salem;Total;1998;469
46221 Salem;Total;1997;""
46221 Salem;Total;1996;471
46903 San Antonio de Benagéber;Total;2021;9.501
46903 San Antonio de Benagéber;Total;2020;9.286
46903 San Antonio de Benagéber;Total;2019;9.089
46903 San Antonio de Benagéber;Total;2018;8.846
46903 San Antonio de Benagéber;Total;2017;8.755
46903 San Antonio de Benagéber;Total;2016;8.463
46903 San Antonio de Benagéber;Total;2015;7.981
46903 San Antonio de Benagéber;Total;2014;7.676
46903 San Antonio de Benagéber;Total;2013;7.332
46903 San Antonio de Benagéber;Total;2012;7.104
46903 San Antonio de Benagéber;Total;2011;6.856
46903 San Antonio de Benagéber;Total;2010;6.246
46903 San Antonio de Benagéber;Total;2009;5.746
46903 San Antonio de Benagéber;Total;2008;5.330
46903 San Antonio de Benagéber;Total;2007;4.985
46903 San Antonio de Benagéber;Total;2006;4.702
46903 San Antonio de Benagéber;Total;2005;4.356
46903 San Antonio de Benagéber;Total;2004;4.021
46903 San Antonio de Benagéber;Total;2003;3.508
46903 San Antonio de Benagéber;Total;2002;3.150
46903 San Antonio de Benagéber;Total;2001;2.989
46903 San Antonio de Benagéber;Total;2000;2.719
46903 San Antonio de Benagéber;Total;1999;2.434
46903 San Antonio de Benagéber;Total;1998;2.142
46903 San Antonio de Benagéber;Total;1997;""
46903 San Antonio de Benagéber;Total;1996;""
46222 Sant Joanet;Total;2021;519
46222 Sant Joanet;Total;2020;507
46222 Sant Joanet;Total;2019;504
46222 Sant Joanet;Total;2018;486
46222 Sant Joanet;Total;2017;484
46222 Sant Joanet;Total;2016;480
46222 Sant Joanet;Total;2015;476
46222 Sant Joanet;Total;2014;486
46222 Sant Joanet;Total;2013;487
46222 Sant Joanet;Total;2012;479
46222 Sant Joanet;Total;2011;498
46222 Sant Joanet;Total;2010;499
46222 Sant Joanet;Total;2009;474
46222 Sant Joanet;Total;2008;448
46222 Sant Joanet;Total;2007;413
46222 Sant Joanet;Total;2006;391
46222 Sant Joanet;Total;2005;396
46222 Sant Joanet;Total;2004;386
46222 Sant Joanet;Total;2003;375
46222 Sant Joanet;Total;2002;357
46222 Sant Joanet;Total;2001;354
46222 Sant Joanet;Total;2000;349
46222 Sant Joanet;Total;1999;353
46222 Sant Joanet;Total;1998;358
46222 Sant Joanet;Total;1997;""
46222 Sant Joanet;Total;1996;360
46223 Sedaví;Total;2021;10.344
46223 Sedaví;Total;2020;10.391
46223 Sedaví;Total;2019;10.333
46223 Sedaví;Total;2018;10.245
46223 Sedaví;Total;2017;10.179
46223 Sedaví;Total;2016;10.172
46223 Sedaví;Total;2015;10.180
46223 Sedaví;Total;2014;10.183
46223 Sedaví;Total;2013;10.201
46223 Sedaví;Total;2012;10.186
46223 Sedaví;Total;2011;10.092
46223 Sedaví;Total;2010;9.971
46223 Sedaví;Total;2009;9.913
46223 Sedaví;Total;2008;9.750
46223 Sedaví;Total;2007;9.575
46223 Sedaví;Total;2006;9.344
46223 Sedaví;Total;2005;8.991
46223 Sedaví;Total;2004;8.778
46223 Sedaví;Total;2003;8.641
46223 Sedaví;Total;2002;8.534
46223 Sedaví;Total;2001;8.452
46223 Sedaví;Total;2000;8.353
46223 Sedaví;Total;1999;8.287
46223 Sedaví;Total;1998;8.276
46223 Sedaví;Total;1997;""
46223 Sedaví;Total;1996;8.198
46224 Segart;Total;2021;177
46224 Segart;Total;2020;164
46224 Segart;Total;2019;163
46224 Segart;Total;2018;158
46224 Segart;Total;2017;158
46224 Segart;Total;2016;159
46224 Segart;Total;2015;170
46224 Segart;Total;2014;184
46224 Segart;Total;2013;180
46224 Segart;Total;2012;188
46224 Segart;Total;2011;173
46224 Segart;Total;2010;134
46224 Segart;Total;2009;134
46224 Segart;Total;2008;140
46224 Segart;Total;2007;139
46224 Segart;Total;2006;140
46224 Segart;Total;2005;156
46224 Segart;Total;2004;158
46224 Segart;Total;2003;175
46224 Segart;Total;2002;183
46224 Segart;Total;2001;190
46224 Segart;Total;2000;212
46224 Segart;Total;1999;210
46224 Segart;Total;1998;168
46224 Segart;Total;1997;""
46224 Segart;Total;1996;181
46225 Sellent;Total;2021;377
46225 Sellent;Total;2020;384
46225 Sellent;Total;2019;389
46225 Sellent;Total;2018;379
46225 Sellent;Total;2017;376
46225 Sellent;Total;2016;382
46225 Sellent;Total;2015;401
46225 Sellent;Total;2014;397
46225 Sellent;Total;2013;371
46225 Sellent;Total;2012;415
46225 Sellent;Total;2011;427
46225 Sellent;Total;2010;425
46225 Sellent;Total;2009;437
46225 Sellent;Total;2008;437
46225 Sellent;Total;2007;454
46225 Sellent;Total;2006;442
46225 Sellent;Total;2005;484
46225 Sellent;Total;2004;468
46225 Sellent;Total;2003;469
46225 Sellent;Total;2002;455
46225 Sellent;Total;2001;472
46225 Sellent;Total;2000;471
46225 Sellent;Total;1999;480
46225 Sellent;Total;1998;479
46225 Sellent;Total;1997;""
46225 Sellent;Total;1996;496
46226 Sempere;Total;2021;26
46226 Sempere;Total;2020;30
46226 Sempere;Total;2019;34
46226 Sempere;Total;2018;35
46226 Sempere;Total;2017;41
46226 Sempere;Total;2016;48
46226 Sempere;Total;2015;52
46226 Sempere;Total;2014;44
46226 Sempere;Total;2013;43
46226 Sempere;Total;2012;46
46226 Sempere;Total;2011;48
46226 Sempere;Total;2010;36
46226 Sempere;Total;2009;37
46226 Sempere;Total;2008;38
46226 Sempere;Total;2007;38
46226 Sempere;Total;2006;35
46226 Sempere;Total;2005;38
46226 Sempere;Total;2004;34
46226 Sempere;Total;2003;35
46226 Sempere;Total;2002;38
46226 Sempere;Total;2001;37
46226 Sempere;Total;2000;39
46226 Sempere;Total;1999;34
46226 Sempere;Total;1998;31
46226 Sempere;Total;1997;""
46226 Sempere;Total;1996;38
46227 Senyera;Total;2021;1.132
46227 Senyera;Total;2020;1.134
46227 Senyera;Total;2019;1.136
46227 Senyera;Total;2018;1.143
46227 Senyera;Total;2017;1.149
46227 Senyera;Total;2016;1.172
46227 Senyera;Total;2015;1.175
46227 Senyera;Total;2014;1.174
46227 Senyera;Total;2013;1.169
46227 Senyera;Total;2012;1.193
46227 Senyera;Total;2011;1.188
46227 Senyera;Total;2010;1.192
46227 Senyera;Total;2009;1.200
46227 Senyera;Total;2008;1.197
46227 Senyera;Total;2007;1.141
46227 Senyera;Total;2006;1.080
46227 Senyera;Total;2005;1.045
46227 Senyera;Total;2004;1.038
46227 Senyera;Total;2003;1.008
46227 Senyera;Total;2002;952
46227 Senyera;Total;2001;932
46227 Senyera;Total;2000;937
46227 Senyera;Total;1999;921
46227 Senyera;Total;1998;920
46227 Senyera;Total;1997;""
46227 Senyera;Total;1996;885
46228 Serra;Total;2021;3.326
46228 Serra;Total;2020;3.187
46228 Serra;Total;2019;3.124
46228 Serra;Total;2018;3.091
46228 Serra;Total;2017;3.068
46228 Serra;Total;2016;3.070
46228 Serra;Total;2015;3.142
46228 Serra;Total;2014;3.233
46228 Serra;Total;2013;3.313
46228 Serra;Total;2012;3.356
46228 Serra;Total;2011;3.349
46228 Serra;Total;2010;3.204
46228 Serra;Total;2009;3.074
46228 Serra;Total;2008;2.990
46228 Serra;Total;2007;2.838
46228 Serra;Total;2006;2.655
46228 Serra;Total;2005;2.478
46228 Serra;Total;2004;2.335
46228 Serra;Total;2003;2.101
46228 Serra;Total;2002;2.012
46228 Serra;Total;2001;1.972
46228 Serra;Total;2000;1.915
46228 Serra;Total;1999;1.835
46228 Serra;Total;1998;1.712
46228 Serra;Total;1997;""
46228 Serra;Total;1996;1.794
46229 Siete Aguas;Total;2021;1.183
46229 Siete Aguas;Total;2020;1.159
46229 Siete Aguas;Total;2019;1.154
46229 Siete Aguas;Total;2018;1.171
46229 Siete Aguas;Total;2017;1.196
46229 Siete Aguas;Total;2016;1.223
46229 Siete Aguas;Total;2015;1.282
46229 Siete Aguas;Total;2014;1.322
46229 Siete Aguas;Total;2013;1.421
46229 Siete Aguas;Total;2012;1.476
46229 Siete Aguas;Total;2011;1.486
46229 Siete Aguas;Total;2010;1.423
46229 Siete Aguas;Total;2009;1.427
46229 Siete Aguas;Total;2008;1.424
46229 Siete Aguas;Total;2007;1.349
46229 Siete Aguas;Total;2006;1.256
46229 Siete Aguas;Total;2005;1.239
46229 Siete Aguas;Total;2004;1.232
46229 Siete Aguas;Total;2003;1.218
46229 Siete Aguas;Total;2002;1.206
46229 Siete Aguas;Total;2001;1.192
46229 Siete Aguas;Total;2000;1.282
46229 Siete Aguas;Total;1999;1.283
46229 Siete Aguas;Total;1998;1.062
46229 Siete Aguas;Total;1997;""
46229 Siete Aguas;Total;1996;1.074
46230 Silla;Total;2021;19.211
46230 Silla;Total;2020;19.078
46230 Silla;Total;2019;18.771
46230 Silla;Total;2018;18.467
46230 Silla;Total;2017;18.440
46230 Silla;Total;2016;18.462
46230 Silla;Total;2015;18.570
46230 Silla;Total;2014;18.644
46230 Silla;Total;2013;18.834
46230 Silla;Total;2012;19.058
46230 Silla;Total;2011;19.213
46230 Silla;Total;2010;19.143
46230 Silla;Total;2009;18.979
46230 Silla;Total;2008;18.985
46230 Silla;Total;2007;18.597
46230 Silla;Total;2006;18.756
46230 Silla;Total;2005;17.546
46230 Silla;Total;2004;16.358
46230 Silla;Total;2003;16.022
46230 Silla;Total;2002;15.620
46230 Silla;Total;2001;15.635
46230 Silla;Total;2000;15.614
46230 Silla;Total;1999;15.710
46230 Silla;Total;1998;15.880
46230 Silla;Total;1997;""
46230 Silla;Total;1996;16.165
46231 Simat de la Valldigna;Total;2021;3.286
46231 Simat de la Valldigna;Total;2020;3.297
46231 Simat de la Valldigna;Total;2019;3.329
46231 Simat de la Valldigna;Total;2018;3.325
46231 Simat de la Valldigna;Total;2017;3.297
46231 Simat de la Valldigna;Total;2016;3.341
46231 Simat de la Valldigna;Total;2015;3.362
46231 Simat de la Valldigna;Total;2014;3.513
46231 Simat de la Valldigna;Total;2013;3.672
46231 Simat de la Valldigna;Total;2012;3.705
46231 Simat de la Valldigna;Total;2011;3.666
46231 Simat de la Valldigna;Total;2010;3.722
46231 Simat de la Valldigna;Total;2009;3.700
46231 Simat de la Valldigna;Total;2008;3.589
46231 Simat de la Valldigna;Total;2007;3.419
46231 Simat de la Valldigna;Total;2006;3.090
46231 Simat de la Valldigna;Total;2005;3.228
46231 Simat de la Valldigna;Total;2004;3.291
46231 Simat de la Valldigna;Total;2003;3.204
46231 Simat de la Valldigna;Total;2002;3.121
46231 Simat de la Valldigna;Total;2001;3.079
46231 Simat de la Valldigna;Total;2000;3.112
46231 Simat de la Valldigna;Total;1999;3.118
46231 Simat de la Valldigna;Total;1998;3.120
46231 Simat de la Valldigna;Total;1997;""
46231 Simat de la Valldigna;Total;1996;3.114
46232 Sinarcas;Total;2021;1.109
46232 Sinarcas;Total;2020;1.105
46232 Sinarcas;Total;2019;1.125
46232 Sinarcas;Total;2018;1.124
46232 Sinarcas;Total;2017;1.147
46232 Sinarcas;Total;2016;1.148
46232 Sinarcas;Total;2015;1.168
46232 Sinarcas;Total;2014;1.150
46232 Sinarcas;Total;2013;1.141
46232 Sinarcas;Total;2012;1.174
46232 Sinarcas;Total;2011;1.203
46232 Sinarcas;Total;2010;1.216
46232 Sinarcas;Total;2009;1.217
46232 Sinarcas;Total;2008;1.193
46232 Sinarcas;Total;2007;1.201
46232 Sinarcas;Total;2006;1.213
46232 Sinarcas;Total;2005;1.234
46232 Sinarcas;Total;2004;1.238
46232 Sinarcas;Total;2003;1.220
46232 Sinarcas;Total;2002;1.206
46232 Sinarcas;Total;2001;1.222
46232 Sinarcas;Total;2000;1.245
46232 Sinarcas;Total;1999;1.244
46232 Sinarcas;Total;1998;1.270
46232 Sinarcas;Total;1997;""
46232 Sinarcas;Total;1996;1.253
46233 Sollana;Total;2021;4.911
46233 Sollana;Total;2020;4.881
46233 Sollana;Total;2019;4.861
46233 Sollana;Total;2018;4.884
46233 Sollana;Total;2017;4.886
46233 Sollana;Total;2016;4.919
46233 Sollana;Total;2015;4.941
46233 Sollana;Total;2014;4.932
46233 Sollana;Total;2013;4.978
46233 Sollana;Total;2012;5.017
46233 Sollana;Total;2011;5.041
46233 Sollana;Total;2010;4.899
46233 Sollana;Total;2009;4.913
46233 Sollana;Total;2008;4.889
46233 Sollana;Total;2007;4.708
46233 Sollana;Total;2006;4.567
46233 Sollana;Total;2005;4.519
46233 Sollana;Total;2004;4.515
46233 Sollana;Total;2003;4.490
46233 Sollana;Total;2002;4.478
46233 Sollana;Total;2001;4.487
46233 Sollana;Total;2000;4.463
46233 Sollana;Total;1999;4.469
46233 Sollana;Total;1998;4.451
46233 Sollana;Total;1997;""
46233 Sollana;Total;1996;4.425
46234 Sot de Chera;Total;2021;387
46234 Sot de Chera;Total;2020;362
46234 Sot de Chera;Total;2019;369
46234 Sot de Chera;Total;2018;352
46234 Sot de Chera;Total;2017;370
46234 Sot de Chera;Total;2016;396
46234 Sot de Chera;Total;2015;424
46234 Sot de Chera;Total;2014;374
46234 Sot de Chera;Total;2013;384
46234 Sot de Chera;Total;2012;405
46234 Sot de Chera;Total;2011;458
46234 Sot de Chera;Total;2010;403
46234 Sot de Chera;Total;2009;405
46234 Sot de Chera;Total;2008;441
46234 Sot de Chera;Total;2007;428
46234 Sot de Chera;Total;2006;387
46234 Sot de Chera;Total;2005;392
46234 Sot de Chera;Total;2004;381
46234 Sot de Chera;Total;2003;375
46234 Sot de Chera;Total;2002;349
46234 Sot de Chera;Total;2001;339
46234 Sot de Chera;Total;2000;340
46234 Sot de Chera;Total;1999;325
46234 Sot de Chera;Total;1998;275
46234 Sot de Chera;Total;1997;""
46234 Sot de Chera;Total;1996;283
46235 Sueca;Total;2021;27.617
46235 Sueca;Total;2020;27.566
46235 Sueca;Total;2019;27.479
46235 Sueca;Total;2018;27.460
46235 Sueca;Total;2017;27.598
46235 Sueca;Total;2016;28.090
46235 Sueca;Total;2015;28.252
46235 Sueca;Total;2014;28.311
46235 Sueca;Total;2013;28.961
46235 Sueca;Total;2012;29.091
46235 Sueca;Total;2011;28.986
46235 Sueca;Total;2010;28.926
46235 Sueca;Total;2009;28.908
46235 Sueca;Total;2008;28.713
46235 Sueca;Total;2007;28.112
46235 Sueca;Total;2006;27.593
46235 Sueca;Total;2005;27.253
46235 Sueca;Total;2004;26.685
46235 Sueca;Total;2003;26.361
46235 Sueca;Total;2002;26.126
46235 Sueca;Total;2001;25.783
46235 Sueca;Total;2000;25.406
46235 Sueca;Total;1999;25.173
46235 Sueca;Total;1998;24.893
46235 Sueca;Total;1997;""
46235 Sueca;Total;1996;24.869
46236 Sumacàrcer;Total;2021;1.072
46236 Sumacàrcer;Total;2020;1.097
46236 Sumacàrcer;Total;2019;1.096
46236 Sumacàrcer;Total;2018;1.109
46236 Sumacàrcer;Total;2017;1.141
46236 Sumacàrcer;Total;2016;1.140
46236 Sumacàrcer;Total;2015;1.168
46236 Sumacàrcer;Total;2014;1.223
46236 Sumacàrcer;Total;2013;1.252
46236 Sumacàrcer;Total;2012;1.259
46236 Sumacàrcer;Total;2011;1.255
46236 Sumacàrcer;Total;2010;1.263
46236 Sumacàrcer;Total;2009;1.286
46236 Sumacàrcer;Total;2008;1.295
46236 Sumacàrcer;Total;2007;1.296
46236 Sumacàrcer;Total;2006;1.294
46236 Sumacàrcer;Total;2005;1.300
46236 Sumacàrcer;Total;2004;1.308
46236 Sumacàrcer;Total;2003;1.320
46236 Sumacàrcer;Total;2002;1.347
46236 Sumacàrcer;Total;2001;1.377
46236 Sumacàrcer;Total;2000;1.364
46236 Sumacàrcer;Total;1999;1.370
46236 Sumacàrcer;Total;1998;1.375
46236 Sumacàrcer;Total;1997;""
46236 Sumacàrcer;Total;1996;1.382
46237 Tavernes Blanques;Total;2021;9.205
46237 Tavernes Blanques;Total;2020;9.224
46237 Tavernes Blanques;Total;2019;9.120
46237 Tavernes Blanques;Total;2018;9.117
46237 Tavernes Blanques;Total;2017;9.095
46237 Tavernes Blanques;Total;2016;9.181
46237 Tavernes Blanques;Total;2015;9.244
46237 Tavernes Blanques;Total;2014;9.288
46237 Tavernes Blanques;Total;2013;9.296
46237 Tavernes Blanques;Total;2012;9.335
46237 Tavernes Blanques;Total;2011;9.305
46237 Tavernes Blanques;Total;2010;9.426
46237 Tavernes Blanques;Total;2009;9.351
46237 Tavernes Blanques;Total;2008;9.353
46237 Tavernes Blanques;Total;2007;9.270
46237 Tavernes Blanques;Total;2006;9.207
46237 Tavernes Blanques;Total;2005;9.186
46237 Tavernes Blanques;Total;2004;9.033
46237 Tavernes Blanques;Total;2003;8.935
46237 Tavernes Blanques;Total;2002;8.664
46237 Tavernes Blanques;Total;2001;8.514
46237 Tavernes Blanques;Total;2000;8.453
46237 Tavernes Blanques;Total;1999;8.406
46237 Tavernes Blanques;Total;1998;8.409
46237 Tavernes Blanques;Total;1997;""
46237 Tavernes Blanques;Total;1996;8.299
46238 Tavernes de la Valldigna;Total;2021;17.162
46238 Tavernes de la Valldigna;Total;2020;17.254
46238 Tavernes de la Valldigna;Total;2019;17.201
46238 Tavernes de la Valldigna;Total;2018;17.158
46238 Tavernes de la Valldigna;Total;2017;17.336
46238 Tavernes de la Valldigna;Total;2016;17.485
46238 Tavernes de la Valldigna;Total;2015;17.734
46238 Tavernes de la Valldigna;Total;2014;17.822
46238 Tavernes de la Valldigna;Total;2013;17.916
46238 Tavernes de la Valldigna;Total;2012;18.138
46238 Tavernes de la Valldigna;Total;2011;18.185
46238 Tavernes de la Valldigna;Total;2010;18.130
46238 Tavernes de la Valldigna;Total;2009;18.195
46238 Tavernes de la Valldigna;Total;2008;18.364
46238 Tavernes de la Valldigna;Total;2007;18.004
46238 Tavernes de la Valldigna;Total;2006;17.988
46238 Tavernes de la Valldigna;Total;2005;17.675
46238 Tavernes de la Valldigna;Total;2004;17.311
46238 Tavernes de la Valldigna;Total;2003;17.106
46238 Tavernes de la Valldigna;Total;2002;16.803
46238 Tavernes de la Valldigna;Total;2001;16.510
46238 Tavernes de la Valldigna;Total;2000;16.516
46238 Tavernes de la Valldigna;Total;1999;16.300
46238 Tavernes de la Valldigna;Total;1998;16.247
46238 Tavernes de la Valldigna;Total;1997;""
46238 Tavernes de la Valldigna;Total;1996;16.412
46239 Teresa de Cofrentes;Total;2021;618
46239 Teresa de Cofrentes;Total;2020;619
46239 Teresa de Cofrentes;Total;2019;636
46239 Teresa de Cofrentes;Total;2018;650
46239 Teresa de Cofrentes;Total;2017;631
46239 Teresa de Cofrentes;Total;2016;651
46239 Teresa de Cofrentes;Total;2015;675
46239 Teresa de Cofrentes;Total;2014;620
46239 Teresa de Cofrentes;Total;2013;662
46239 Teresa de Cofrentes;Total;2012;654
46239 Teresa de Cofrentes;Total;2011;663
46239 Teresa de Cofrentes;Total;2010;662
46239 Teresa de Cofrentes;Total;2009;727
46239 Teresa de Cofrentes;Total;2008;724
46239 Teresa de Cofrentes;Total;2007;698
46239 Teresa de Cofrentes;Total;2006;697
46239 Teresa de Cofrentes;Total;2005;672
46239 Teresa de Cofrentes;Total;2004;661
46239 Teresa de Cofrentes;Total;2003;677
46239 Teresa de Cofrentes;Total;2002;678
46239 Teresa de Cofrentes;Total;2001;675
46239 Teresa de Cofrentes;Total;2000;695
46239 Teresa de Cofrentes;Total;1999;710
46239 Teresa de Cofrentes;Total;1998;728
46239 Teresa de Cofrentes;Total;1997;""
46239 Teresa de Cofrentes;Total;1996;751
46240 Terrateig;Total;2021;276
46240 Terrateig;Total;2020;256
46240 Terrateig;Total;2019;278
46240 Terrateig;Total;2018;280
46240 Terrateig;Total;2017;284
46240 Terrateig;Total;2016;296
46240 Terrateig;Total;2015;300
46240 Terrateig;Total;2014;283
46240 Terrateig;Total;2013;310
46240 Terrateig;Total;2012;316
46240 Terrateig;Total;2011;330
